Date de la liquidation,Liquidateur (Wrapper),Utilisateur liquidé,Collatéral liquidé,Quantité liquidée,Dette remboursée,Token de dette
2025-11-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xe092201b1b8457d63bc6f837ac42a2e816d6d6b7,RealToken Wrapped USD 01,54.99,50.00,USD//C on xDai
2025-11-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,109.98,100.00,USD//C on xDai
2025-11-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x32c89a5f2147347eda137472ccc3e439d45c83e6,RealToken Wrapped USD 01,219.95,200.00,USD//C on xDai
2025-11-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x89774212594bd2436eeda801904f74cc2b5e098e,RealToken Wrapped USD 01,90.71,82.48,USD//C on xDai
2025-11-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9d109e3f6889f28d8a559bca9352086bfda03064,RealToken Wrapped USD 01,88.81,80.75,USD//C on xDai
2025-11-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9cd435ec62ddf0fae144760fae06167fde3fed2e,RealToken Wrapped USD 01,169.50,154.12,USD//C on xDai
2025-11-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,219.97,200.00,Wrapped XDAI
2025-11-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x430d132c15cc6547a3cdd0827a8deeaa091e07db,RealToken Wrapped USD 01,4.37,3.98,USD//C on xDai
2025-11-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,219.96,200.00,USD//C on xDai
2025-11-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,219.97,200.00,Wrapped XDAI
2025-11-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xbd18252e2aa7bf08e6cbfd8852cb3740eee0687f,RealToken Wrapped USD 01,1.79,1.62,USD//C on xDai
2025-11-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,219.97,200.00,Wrapped XDAI
2025-11-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xacaeacb746a737cb82c4bb56f7e438db122b0458,RealToken Wrapped USD 01,4.94,4.50,USD//C on xDai
2025-11-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4027b181664768c2b8a9cadafcba589c3103c163,RealToken Wrapped USD 01,3.24,2.95,USD//C on xDai
2025-11-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xe4730068f5874d5b0f33c6ecba31f9edb356eef3,RealToken Wrapped USD 01,6.00,5.46,USD//C on xDai
2025-11-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,3.67,3.34,USD//C on xDai
2025-11-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,"2,470.86","2,246.69",USD//C on xDai
2025-11-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xb5706912bf78987a3737a2e145ec173ed384ec68,RealToken Wrapped USD 01,42.23,38.40,USD//C on xDai
2025-11-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xf1d049c3fc9e5a385c61977a262b602948a21282,RealToken Wrapped USD 01,6.73,6.12,USD//C on xDai
2025-11-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x89774212594bd2436eeda801904f74cc2b5e098e,RealToken Wrapped USD 01,346.04,314.65,USD//C on xDai
2025-11-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x5025ab6d4b86c2d4e4c27220f8fcf58dff846297,RealToken Wrapped USD 01,6.73,6.12,USD//C on xDai
2025-11-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x5d79341fe59b96648255161cf044edd6b6926627,RealToken Wrapped USD 01,549.92,500.00,USD//C on xDai
2025-11-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,72.83,66.22,USD//C on xDai
2025-12-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,214.45,195.00,Wrapped XDAI
2025-12-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x743753fbb67f4cbd42d9bb88ba40b0d8b78ca278,RealToken Wrapped USD 01,3.70,3.36,USD//C on xDai
2025-12-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xee630cd2e857189a3c04c5d94593e1e0fbf2bb10,RealToken Wrapped USD 01,39.62,36.03,Wrapped XDAI
2025-12-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3c6c0ad57cccde8b4be955d57a63c42ceec529f9,RealToken Wrapped USD 01,203.55,185.09,Wrapped XDAI
2025-12-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9478588678a642171950edd318cee6ea45a92446,RealToken Wrapped USD 01,2.27,2.07,USD//C on xDai
2025-12-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1b6ddd1011dd8f9b85fedad533cd1da3826943f3,RealToken Wrapped USD 01,29.19,26.54,USD//C on xDai
2025-12-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,74.00,67.28,USD//C on xDai
2025-12-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,188.31,171.21,USD//C on xDai
2025-12-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,301.20,273.88,USD//C on xDai
2025-12-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xcf1d4fcb4a2e7617973c75b414b7498f742a88f3,RealToken Wrapped USD 01,"3,549.65","3,227.63",USD//C on xDai
2025-12-05,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,53.58,48.72,USD//C on xDai
2025-12-06,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xbc58fb9ffbbcce8c776c03ba00c848701d3a5391,RealToken Wrapped USD 01,4.24,3.85,USD//C on xDai
2025-12-06,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd5faa492e9d64f31fb513fd85df3038a33e3ac85,RealToken Wrapped USD 01,2.92,2.65,USD//C on xDai
2025-12-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x12189d6b2d994b0f72c480514e1496b850fc8d36,RealToken Wrapped USD 01,2.89,2.62,USD//C on xDai
2025-12-07,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,0.82,0.75,USD//C on xDai
2025-12-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xfa09ac154d243618db454226635e6286b393da65,RealToken Wrapped USD 01,2.29,2.08,USD//C on xDai
2025-12-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f05fdf31ce712fd4a4788c6c9d20ea64de68cea,RealToken Wrapped USD 01,15.68,14.26,USD//C on xDai
2025-12-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,319.33,290.34,USD//C on xDai
2025-12-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x89774212594bd2436eeda801904f74cc2b5e098e,RealToken Wrapped USD 01,11.22,10.20,USD//C on xDai
2025-12-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x89774212594bd2436eeda801904f74cc2b5e098e,RealToken Wrapped USD 01,241.96,220.00,USD//C on xDai
2025-12-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xe3da958c3ee061d77676332bafe82123fe2cc3f1,RealToken Wrapped USD 01,2.49,2.26,USD//C on xDai
2025-12-13,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f9283fd17ce14a2e1b3d138151651fc2660193b,RealToken Wrapped USD 01,53.90,49.00,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc7466d304d5c1bcb4238b6007344d8e68bf93d4e,RealToken Wrapped USD 01,10.23,9.30,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x34c8c9490cdab71f63709c81fe6e6c01e63e62b8,RealToken Wrapped USD 01,98.99,90.00,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,21.88,19.90,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,12.97,11.79,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,7.68,6.99,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,4.55,4.14,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,2.70,2.45,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,1.60,1.45,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.95,0.86,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.56,0.51,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.33,0.30,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,33.00,30.00,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,5.50,5.00,USD//C on xDai
2025-12-14,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,175.98,160.00,USD//C on xDai
2025-12-15,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xad7610ffedb23baeeebd40db3099868299607140,RealToken Wrapped USD 01,2.06,1.87,USD//C on xDai
2025-12-15,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,229.99,209.10,USD//C on xDai
2025-12-15,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x369237ec452ca56a402d4dde5f808ce8612abc87,RealToken Wrapped USD 01,0.00,0.00,USD//C on xDai
2025-12-15,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x369237ec452ca56a402d4dde5f808ce8612abc87,RealToken Wrapped USD 01,0.00,0.00,USD//C on xDai
2025-12-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f05fdf31ce712fd4a4788c6c9d20ea64de68cea,RealToken Wrapped USD 01,9.19,8.36,USD//C on xDai
2025-12-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x369237ec452ca56a402d4dde5f808ce8612abc87,RealToken Wrapped USD 01,228.44,207.69,USD//C on xDai
2025-12-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.24,0.22,USD//C on xDai
2025-12-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.12,0.11,USD//C on xDai
2025-12-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,109.99,100.00,USD//C on xDai
2025-12-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.06,0.06,USD//C on xDai
2025-12-16,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.03,0.03,USD//C on xDai
2025-12-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1597d948013fc2821aef1aeb642e5734f1636085,RealToken Wrapped USD 01,3.47,3.16,USD//C on xDai
2025-12-17,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x2b9184d0e49d9a30deeedb2cd884b404e3933dc3,RealToken Wrapped USD 01,2.27,2.06,USD//C on xDai
2025-12-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,100.09,91.00,USD//C on xDai
2025-12-19,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x332e360e7d68e124044c889a68c872347100807b,RealToken Wrapped USD 01,3.17,2.88,USD//C on xDai
2025-12-19,0xc839cbcb7bff9c4e07e98f1c83467a67bde56ae8,0x4765027f7d763ac139d71062d815e43a5d764e1c,USD//C on xDai,3.64,3.48,USD//C on xDai
2025-12-20,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,101.01,91.84,USD//C on xDai
2025-12-21,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x89774212594bd2436eeda801904f74cc2b5e098e,RealToken Wrapped USD 01,120.99,110.00,USD//C on xDai
2025-12-22,0xc839cbcb7bff9c4e07e98f1c83467a67bde56ae8,0xaadb9b9c984439cd6ca0107afb88fda85756a04e,Wrapped XDAI,8.23,7.88,USD//C on xDai
2025-12-22,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,50.29,45.73,USD//C on xDai
2025-12-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xfc34bd5dd30830d6fb46e14ced99e8bc0e9bb1ab,RealToken Wrapped USD 01,5.12,4.65,USD//C on xDai
2025-12-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,38.49,35.00,Wrapped XDAI
2025-12-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,0.02,0.01,USD//C on xDai
2025-12-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,"3,017.70","2,743.72",Wrapped XDAI
2025-12-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,"1,917.65","1,743.65",USD//C on xDai
2025-12-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x008277d1c495ad548617014330a86bbf61fd8b3e,RealToken Wrapped USD 01,243.16,221.09,USD//C on xDai
2025-12-23,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,467.41,425.00,USD//C on xDai
2025-12-25,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xf1d049c3fc9e5a385c61977a262b602948a21282,RealToken Wrapped USD 01,3.39,3.08,USD//C on xDai
2025-12-25,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x89774212594bd2436eeda801904f74cc2b5e098e,RealToken Wrapped USD 01,157.52,143.22,USD//C on xDai
2025-12-26,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,"1,176.99","1,070.22",USD//C on xDai
2025-12-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xbc58fb9ffbbcce8c776c03ba00c848701d3a5391,RealToken Wrapped USD 01,3.09,2.81,USD//C on xDai
2025-12-27,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xee630cd2e857189a3c04c5d94593e1e0fbf2bb10,RealToken Wrapped USD 01,65.99,60.00,Wrapped XDAI
2025-12-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x1338b5232a503779b60167143f94b73c4001793c,RealToken Wrapped USD 01,10.18,9.25,USD//C on xDai
2025-12-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x74dc40654921a7824f25e9bdf74425ded4128f81,RealToken Wrapped USD 01,3.57,3.25,USD//C on xDai
2025-12-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x6d03cbc95172c140cbcd06d16f6c8c29e322c14e,RealToken Wrapped USD 01,310.33,282.16,USD//C on xDai
2025-12-28,0xc839cbcb7bff9c4e07e98f1c83467a67bde56ae8,0x4765027f7d763ac139d71062d815e43a5d764e1c,USD//C on xDai,0.71,0.68,USD//C on xDai
2025-12-28,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,112.18,102.00,USD//C on xDai
2025-12-29,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3c6c0ad57cccde8b4be955d57a63c42ceec529f9,RealToken Wrapped USD 01,"2,365.70","2,151.30",Wrapped XDAI
2025-12-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,54.98,50.00,USD//C on xDai
2025-12-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,115.47,105.00,USD//C on xDai
2025-12-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc2eba74e4afebe88149b3f1ce9ac97beb2c7d1a6,RealToken Wrapped USD 01,484.31,440.39,USD//C on xDai
2025-12-30,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x2d44988f48d651ea649df93ea83fffe2e1f777d2,RealToken Wrapped USD 01,16.57,15.07,USD//C on xDai
2025-12-31,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,115.47,105.00,USD//C on xDai
2025-12-31,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x430d132c15cc6547a3cdd0827a8deeaa091e07db,RealToken Wrapped USD 01,3.19,2.90,USD//C on xDai
2025-12-31,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xacaeacb746a737cb82c4bb56f7e438db122b0458,RealToken Wrapped USD 01,3.60,3.28,USD//C on xDai
2025-12-31,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc2eba74e4afebe88149b3f1ce9ac97beb2c7d1a6,RealToken Wrapped USD 01,207.65,188.83,USD//C on xDai
2026-01-01,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xb5706912bf78987a3737a2e145ec173ed384ec68,RealToken Wrapped USD 01,21.32,19.39,USD//C on xDai
2026-01-02,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x50a782f704f952fd12e41f2df1f3fde70efef51e,RealToken Wrapped USD 01,112.17,102.00,USD//C on xDai
2026-01-02,0xc839cbcb7bff9c4e07e98f1c83467a67bde56ae8,0x4765027f7d763ac139d71062d815e43a5d764e1c,USD//C on xDai,0.42,0.40,USD//C on xDai
2026-01-03,0xc839cbcb7bff9c4e07e98f1c83467a67bde56ae8,0x4765027f7d763ac139d71062d815e43a5d764e1c,USD//C on xDai,0.04,0.04,USD//C on xDai
2026-01-03,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xe2260712e61a7832d8b2ae59055d0fd7a28518e3,RealToken Wrapped USD 01,56.09,51.00,USD//C on xDai
2026-01-03,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,731.21,664.81,USD//C on xDai
2026-01-03,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9d109e3f6889f28d8a559bca9352086bfda03064,RealToken Wrapped USD 01,102.90,93.56,USD//C on xDai
2026-01-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaf58b6760539df0b97596640e64f34ab599c6335,RealToken Wrapped USD 01,112.19,102.00,USD//C on xDai
2026-01-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xaa7eccb54d0e82523bee084835aa7e241d8be164,RealToken Wrapped USD 01,87.90,79.91,USD//C on xDai
2026-01-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc2eba74e4afebe88149b3f1ce9ac97beb2c7d1a6,RealToken Wrapped USD 01,218.22,198.41,USD//C on xDai
2026-01-04,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4765027f7d763ac139d71062d815e43a5d764e1c,RealToken Wrapped USD 01,154.73,140.68,USD//C on xDai
2026-01-06,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc2eba74e4afebe88149b3f1ce9ac97beb2c7d1a6,RealToken Wrapped USD 01,133.97,121.81,USD//C on xDai
2026-01-07,0xc839cbcb7bff9c4e07e98f1c83467a67bde56ae8,0x4765027f7d763ac139d71062d815e43a5d764e1c,USD//C on xDai,0.27,0.26,USD//C on xDai
2026-01-08,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc2eba74e4afebe88149b3f1ce9ac97beb2c7d1a6,RealToken Wrapped USD 01,9.90,9.00,USD//C on xDai
2026-01-08,0x032800d30d1c84c752a7b37193a375a2d9669a1a,0x4765027f7d763ac139d71062d815e43a5d764e1c,USD//C on xDai,0.03,0.02,USD//C on xDai
2026-01-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,72.58,66.00,USD//C on xDai
2026-01-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4765027f7d763ac139d71062d815e43a5d764e1c,RealToken Wrapped USD 01,77.35,70.34,USD//C on xDai
2026-01-09,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc2eba74e4afebe88149b3f1ce9ac97beb2c7d1a6,RealToken Wrapped USD 01,82.11,74.66,USD//C on xDai
2026-01-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x0ecf7674afac3d704444b8a55654e7e8d8df4a2f,RealToken Wrapped USD 01,"1,009.75",918.18,USD//C on xDai
2026-01-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x90321f0db2eedb928b16dc8eebedae2837023eed,RealToken Wrapped USD 01,179.23,162.98,USD//C on xDai
2026-01-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x89774212594bd2436eeda801904f74cc2b5e098e,RealToken Wrapped USD 01,205.65,187.00,USD//C on xDai
2026-01-10,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc2eba74e4afebe88149b3f1ce9ac97beb2c7d1a6,RealToken Wrapped USD 01,112.91,102.67,USD//C on xDai
2026-01-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4a7fb519b3cf634017952947be3a24f1473ac472,RealToken Wrapped USD 01,2.04,1.86,USD//C on xDai
2026-01-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f05fdf31ce712fd4a4788c6c9d20ea64de68cea,RealToken Wrapped USD 01,5.51,5.01,USD//C on xDai
2026-01-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x3f9283fd17ce14a2e1b3d138151651fc2660193b,RealToken Wrapped USD 01,509.10,462.96,USD//C on xDai
2026-01-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x5d79341fe59b96648255161cf044edd6b6926627,RealToken Wrapped USD 01,100.23,91.15,USD//C on xDai
2026-01-11,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd66e507883cdf2e29adf8a3c25cf8120c783de78,RealToken Wrapped USD 01,25.18,22.90,USD//C on xDai
2026-01-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc7466d304d5c1bcb4238b6007344d8e68bf93d4e,RealToken Wrapped USD 01,0.05,0.05,USD//C on xDai
2026-01-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x9ef9ebcc437d707cd3e8aa2ed28b6abe06152b63,RealToken Wrapped USD 01,18.95,17.23,USD//C on xDai
2026-01-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xb5706912bf78987a3737a2e145ec173ed384ec68,RealToken Wrapped USD 01,10.70,9.73,USD//C on xDai
2026-01-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x12189d6b2d994b0f72c480514e1496b850fc8d36,RealToken Wrapped USD 01,2.11,1.92,USD//C on xDai
2026-01-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x4027b181664768c2b8a9cadafcba589c3103c163,RealToken Wrapped USD 01,1.64,1.50,USD//C on xDai
2026-01-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x5025ab6d4b86c2d4e4c27220f8fcf58dff846297,RealToken Wrapped USD 01,3.41,3.10,USD//C on xDai
2026-01-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xbc58fb9ffbbcce8c776c03ba00c848701d3a5391,RealToken Wrapped USD 01,1.64,1.49,USD//C on xDai
2026-01-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xc2eba74e4afebe88149b3f1ce9ac97beb2c7d1a6,RealToken Wrapped USD 01,69.46,63.16,USD//C on xDai
2026-01-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd66e507883cdf2e29adf8a3c25cf8120c783de78,RealToken Wrapped USD 01,108.68,98.83,USD//C on xDai
2026-01-12,0xb5f61afc77e4d3a7c89788252e8d4e25bdf0d38c,0xd1077b002d1d8d8bffe41eb9d86680d5c32c0fa7,Wrapped XDAI,0.59,0.57,USD//C on xDai
2026-01-12,0xb5f61afc77e4d3a7c89788252e8d4e25bdf0d38c,0xd1077b002d1d8d8bffe41eb9d86680d5c32c0fa7,Wrapped XDAI,0.09,0.09,USD//C on xDai
2026-01-12,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x369237ec452ca56a402d4dde5f808ce8612abc87,RealToken Wrapped USD 01,35.28,32.09,USD//C on xDai
2026-01-13,0x10497611ee6524d75fc45e3739f472f83e282ad5,0x51982482c9070b20a30ef3385aaa1a97e6ea4583,RealToken Wrapped USD 01,104.51,95.00,Wrapped XDAI
2026-01-13,0xdc0604b378adca99a9e2096707ad4830673ce5b8,0xd1077b002d1d8d8bffe41eb9d86680d5c32c0fa7,Wrapped XDAI,0.01,0.01,USD//C on xDai
2026-01-13,0x10497611ee6524d75fc45e3739f472f83e282ad5,0xd1077b002d1d8d8bffe41eb9d86680d5c32c0fa7,RealToken Wrapped USD 01,5.50,5.00,USD//C on xDai
